knowledge_accuracy|knowledge_total_count|resource_preference|active_days|resource_form|resource_knowledges|resource_tags|resource_time|post_3d_correct_rate|post_practice_count|is_first_submit_24h|is_complete|is_correct|is_view_analysis|watch_rate|is_pause|is_replay|correct_rate_change
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0|0|0.89,0.42,0.53,0.47,0.53,0.53,0.51,0.47,0.44,0.47,0.51,0.49,0.55,0.59,0.75,0.59,0.42,0.52,0.58,0.57,0.56,0.52,0.47,0.57,0.48,0.45,0.5,0.58,0.47,0.42,0.51,0.53,0.42,0.51,0.46,0.47,0.44,0.49,0.48,0.6,0.51,0.57,0.55,0.5,0.58,0.5,0.43,0.54,0.46|25,18,18,17,15,15,12,16,15,13,12,11,16,15,24,11,18,11,18,16,18,15,13,10,11,10,16,15,12,10,14,11,15,14,16,15,17,10,10,18,11,12,11,14,16,13,10,13,15|1|0|1|0|0.9900|1|0|0.32
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0|0|0.88,0.58,0.57,0.48,0.54,0.58,0.57,0.44,0.47,0.44,0.54,0.55,0.58,0.43,0.72,0.54,0.41,0.58,0.6,0.53,0.45,0.51,0.59,0.43,0.55,0.42,0.47,0.53,0.46,0.43,0.58,0.58,0.58,0.57,0.52,0.43,0.47,0.59,0.55,0.43,0.46,0.51,0.51,0.44,0.6,0.42,0.59,0.51,0.41|25,10,18,17,10,18,16,12,14,13,11,12,15,16,25,16,14,17,17,12,13,18,18,14,11,17,17,12,12,17,13,17,12,18,11,16,11,15,16,13,13,14,16,14,17,13,14,16,18|0|0|1|0|0.8200|1|0|0.30
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0|0|0.88,0.44,0.42,0.59,0.47,0.6,0.48,0.59,0.52,0.59,0.52,0.46,0.51,0.56,0.76,0.57,0.55,0.49,0.4,0.45,0.55,0.5,0.54,0.57,0.41,0.52,0.47,0.49,0.45,0.48,0.43,0.55,0.42,0.54,0.47,0.45,0.42,0.54,0.58,0.52,0.46,0.44,0.42,0.53,0.57,0.55,0.54,0.51,0.57|23,15,15,12,14,18,16,15,11,12,11,13,11,12,25,18,10,10,18,10,11,12,11,13,10,17,18,10,17,13,13,16,15,18,15,16,13,10,18,13,15,18,17,14,17,12,11,18,15|1|1|1|0|0.8800|1|0|0.32
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.86,0.54,0.52,0.56,0.45,0.57,0.53,0.49,0.59,0.44,0.47,0.56,0.46,0.54,0.76,0.56,0.58,0.47,0.56,0.52,0.59,0.43,0.44,0.45,0.53,0.48,0.52,0.59,0.48,0.42,0.59,0.57,0.41,0.53,0.42,0.48,0.59,0.43,0.51,0.46,0.41,0.59,0.52,0.45,0.49,0.4,0.55,0.49,0.59|24,14,18,16,13,13,12,16,15,10,16,10,17,12,22,11,14,12,10,14,18,11,17,18,11,10,11,18,14,15,10,12,18,11,16,10,16,16,17,10,17,14,18,10,10,12,11,16,16|0|0|1|0|0.8200|0|0|0.31
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.81,0.41,0.49,0.46,0.49,0.49,0.45,0.45,0.46,0.43,0.49,0.58,0.55,0.44,0.75,0.56,0.54,0.45,0.46,0.56,0.44,0.44,0.5,0.49,0.51,0.51,0.51,0.52,0.45,0.52,0.47,0.41,0.54,0.56,0.48,0.48,0.58,0.54,0.47,0.58,0.48,0.51,0.58,0.45,0.5,0.41,0.42,0.4,0.46|24,14,16,10,17,16,15,18,17,11,17,12,10,16,24,16,11,11,14,17,11,17,16,12,15,14,13,12,10,10,10,11,15,17,13,14,18,17,18,16,16,13,11,14,18,18,10,12,16|0|0|1|0|0.1100|1|0|0.28
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.83,0.41,0.47,0.41,0.52,0.54,0.53,0.55,0.59,0.54,0.53,0.58,0.56,0.56,0.75,0.53,0.59,0.46,0.55,0.48,0.49,0.57,0.43,0.54,0.41,0.44,0.44,0.59,0.6,0.44,0.55,0.49,0.48,0.56,0.58,0.52,0.52,0.5,0.57,0.48,0.47,0.53,0.48,0.45,0.56,0.4,0.45,0.55,0.6|25,13,13,10,13,15,17,12,11,14,18,14,16,17,22,12,13,17,13,16,16,17,16,18,12,18,16,11,14,10,10,18,11,10,11,16,11,10,12,17,11,13,17,13,12,17,13,10,11|0|0|1|0|1.0000|1|1|0.29
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.84,0.41,0.47,0.4,0.46,0.43,0.59,0.41,0.42,0.42,0.56,0.56,0.47,0.57,0.71,0.47,0.52,0.48,0.41,0.57,0.47,0.52,0.53,0.52,0.53,0.41,0.49,0.56,0.49,0.53,0.45,0.55,0.6,0.56,0.5,0.43,0.6,0.45,0.53,0.54,0.45,0.48,0.52,0.49,0.46,0.55,0.49,0.59,0.59|22,13,14,12,13,11,13,11,11,15,12,11,15,15,23,10,15,14,16,10,16,10,10,16,16,17,16,13,11,14,11,12,17,15,10,11,12,18,14,11,13,10,16,13,11,18,12,15,17|1|1|1|0|0.8000|1|1|0.28
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.83,0.5,0.55,0.43,0.49,0.59,0.42,0.54,0.56,0.56,0.44,0.54,0.56,0.52,0.71,0.54,0.53,0.56,0.52,0.53,0.45,0.51,0.59,0.58,0.45,0.6,0.54,0.53,0.55,0.46,0.42,0.54,0.44,0.57,0.5,0.43,0.52,0.59,0.53,0.41,0.56,0.48,0.55,0.54,0.45,0.48,0.42,0.55,0.53|23,15,10,10,10,14,13,14,14,18,11,16,17,12,24,10,10,14,13,14,12,18,14,17,12,12,18,16,17,10,11,12,13,16,12,18,13,14,18,12,15,18,17,13,12,16,16,12,12|1|1|1|1|0.9600|0|0|0.27
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|4|0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0|0|0.84,0.55,0.41,0.51,0.54,0.41,0.46,0.41,0.57,0.44,0.45,0.54,0.55,0.56,0.79,0.45,0.48,0.41,0.41,0.6,0.54,0.51,0.55,0.53,0.45,0.47,0.5,0.52,0.59,0.51,0.55,0.41,0.5,0.52,0.57,0.59,0.49,0.56,0.47,0.55,0.48,0.53,0.41,0.56,0.4,0.43,0.59,0.56,0.44|24,10,18,17,13,13,18,16,16,12,17,17,17,14,25,18,17,16,12,10,18,11,12,13,11,17,14,16,16,11,16,16,15,12,16,12,17,15,12,17,17,13,14,12,16,10,18,18,15|1|1|0|0|0.9000|1|0|0.32
1.0,0.35,0.25,0.2,0.35,0.35,0.15,0.25,0.1,0.3,0.15,0.3,0.05,0.15,0.3,0.35,0.15,0.15,0.2,0.35,0.3,0.25,0.15,0.25,0.05,0.05,0.3,0.4,0.4,0.4,0.1,0.15,0.35,0.1,0.3,0.2,0.35,0.25,0.2,0.25,0.35,0.15,0.4,0.25,0.3,0.25,0.15,0.4|20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20|0.1,0.11,0.19,0.09,0.2,0.17,0.14,0.0,0.0|180|1|0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0|0|0.82,0.49,0.43,0.42,0.51,0.56,0.46,0.41,0.58,0.56,0.46,0.59,0.41,0.45,0.73,0.51,0.44,0.56,0.45,0.43,0.55,0.59,0.54,0.44,0.45,0.57,0.4,0.48,0.45,0.42,0.47,0.59,0.54,0.56,0.54,0.49,0.54,0.43,0.48,0.53,0.45,0.51,0.42,0.53,0.51,0.47,0.49,0.46,0.55|22,14,15,14,16,13,18,16,16,18,12,10,13,16,23,16,14,18,17,14,16,11,12,14,15,12,12,11,14,15,10,16,17,16,15,15,18,13,14,18,15,11,17,15,13,17,11,14,17|1|1|1|0|0.9000|1|0|0.28
